2.671882250000000349e+05,5.152145385742187500e+02,5.147030639648437500e+02
2.634800765625000349e+05,5.121429443359375000e+02,5.115355529785156250e+02
2.607692640625000058e+05,5.087960205078125000e+02,5.083722839355468750e+02
2.573102375000000175e+05,5.057834472656250000e+02,5.050306396484375000e+02
2.542091015624999709e+05,5.024977111816406250e+02,5.019837646484375000e+02
2.507856968749999942e+05,4.992445678710937500e+02,4.985602416992187500e+02
2.477620375000000058e+05,4.961928100585937500e+02,4.951672363281250000e+02
2.445811359374999884e+05,4.932059936523437500e+02,4.923559265136718750e+02
2.413678046874999709e+05,4.898232116699218750e+02,4.888300781250000000e+02
2.380646875000000000e+05,4.862854309082031250e+02,4.856667175292968750e+02
2.347916953124999709e+05,4.830032958984375000e+02,4.818619079589843750e+02
2.312661562500000000e+05,4.794431152343750000e+02,4.787241516113281250e+02
2.279676718750000000e+05,4.760509948730468750e+02,4.752182312011718750e+02
2.248094500000000116e+05,4.727440490722656250e+02,4.720744018554687500e+02
2.215182062499999884e+05,4.691021118164062500e+02,4.683237304687500000e+02
2.179196234374999767e+05,4.653730163574218750e+02,4.648968200683593750e+02
2.146936578124999942e+05,4.618758850097656250e+02,4.611427612304687500e+02
2.110763640625000116e+05,4.580612487792968750e+02,4.572365722656250000e+02
2.077284140625000291e+05,4.542318115234375000e+02,4.538007812500000000e+02
2.043730531249999767e+05,4.505788269042968750e+02,4.498485412597656250e+02
2.009991187500000233e+05,4.464663696289062500e+02,4.458928222656250000e+02
1.972114859374999942e+05,4.427669677734375000e+02,4.415346679687500000e+02
1.938025062499999767e+05,4.387258300781250000e+02,4.374761657714843750e+02
1.898812515624999942e+05,4.341975097656250000e+02,4.337919311523437500e+02
1.868401687499999825e+05,4.305185546875000000e+02,4.294241943359375000e+02
1.836468046875000291e+05,4.260451965332031250e+02,4.257832031250000000e+02
1.799998937499999884e+05,4.217357177734375000e+02,4.221827697753906250e+02
1.762261312500000058e+05,4.181464233398437500e+02,4.172138061523437500e+02
1.724246546874999767e+05,4.136441345214843750e+02,4.125191955566406250e+02
1.694650234375000000e+05,4.094010009765625000e+02,4.088767089843750000e+02
1.656533906249999709e+05,4.049870605468750000e+02,4.049771728515625000e+02
1.619808359375000000e+05,4.008164062500000000e+02,4.001755371093750000e+02
1.586425562499999942e+05,3.961364746093750000e+02,3.955613403320312500e+02
1.551067937500000116e+05,3.915313110351562500e+02,3.915912170410156250e+02
1.515517828124999942e+05,3.872403259277343750e+02,3.866440124511718750e+02
1.483255406249999942e+05,3.829934997558593750e+02,3.822230834960937500e+02
1.446037281250000233e+05,3.782567443847656250e+02,3.780213012695312500e+02
1.417975718749999942e+05,3.742512207031250000e+02,3.739059753417968750e+02
1.380708968750000058e+05,3.696115417480468750e+02,3.693730773925781250e+02
1.348819750000000058e+05,3.650550842285156250e+02,3.644282226562500000e+02
1.317228820312499884e+05,3.603272705078125000e+02,3.600741271972656250e+02
1.285922867187500087e+05,3.561645812988281250e+02,3.560322875976562500e+02
1.252417812500000000e+05,3.519518127441406250e+02,3.512211608886718750e+02
1.218773312500000029e+05,3.471042480468750000e+02,3.467194519042968750e+02
1.189391390625000058e+05,3.427515563964843750e+02,3.417792358398437500e+02
1.160011210937499854e+05,3.380270080566406250e+02,3.377219848632812500e+02
1.127482531249999884e+05,3.340719299316406250e+02,3.333438110351562500e+02
1.097463281249999854e+05,3.290494689941406250e+02,3.286382751464843750e+02
1.069570187500000029e+05,3.242419433593750000e+02,3.247173461914062500e+02
1.038955328125000087e+05,3.199027404785156250e+02,3.204945983886718750e+02
1.009595671875000116e+05,3.159826049804687500e+02,3.163896179199218750e+02
9.880829140624999127e+04,3.117579040527343750e+02,3.119375915527343750e+02
9.569839218750002328e+04,3.072284851074218750e+02,3.069988708496093750e+02
9.298781718749999709e+04,3.030354003906250000e+02,3.027705383300781250e+02
9.045584374999998545e+04,2.987726135253906250e+02,2.988018188476562500e+02
8.796251953125000000e+04,2.939299926757812500e+02,2.941361694335937500e+02
8.534000468750001164e+04,2.900531616210937500e+02,2.891437377929687500e+02
8.271883359374999418e+04,2.853200073242187500e+02,2.854857482910156250e+02
8.009320703125000000e+04,2.815401611328125000e+02,2.813997802734375000e+02
7.797818828124999709e+04,2.769797363281250000e+02,2.758847961425781250e+02
7.556395312500000000e+04,2.720818176269531250e+02,2.729741210937500000e+02
7.303227578125000582e+04,2.685463256835937500e+02,2.666769409179687500e+02
7.101085546875000000e+04,2.640348205566406250e+02,2.647537536621093750e+02
6.860418124999999418e+04,2.598019409179687500e+02,2.598398742675781250e+02
6.662423554687498836e+04,2.563050231933593750e+02,2.557632293701171875e+02
6.440653476562500146e+04,2.512648773193359375e+02,2.513575439453125000e+02
6.181776015624999127e+04,2.468456268310546875e+02,2.472128448486328125e+02
6.013234843749999709e+04,2.429694366455078125e+02,2.430208892822265625e+02
5.815055703124999127e+04,2.387142944335937500e+02,2.386884155273437500e+02
5.600551718750000146e+04,2.343726959228515625e+02,2.344529113769531250e+02
5.444618710937499418e+04,2.302237396240234375e+02,2.306056976318359375e+02
5.244109414062499854e+04,2.264096374511718750e+02,2.262413024902343750e+02
